,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
123,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,75.15,18.529090909090908,N/A,2.80,10.01,16.63,7.78,16.86,56.27,13890333000.0,17450000000.0,14.77,1.72,2.26,11.24,7510000000.0,2900000000.0,1550000000.0,5.50,5.50,69.50,4.00,1070000000.0000001,1.01,3780000000.0,1.24,36.45,1180000000.0,1.06,0.43,90.98,5570000.0,4.24,5.23,4850000.0,101.91,136300000.0,N/A
124,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,40.45,16.76492537313433,N/A,2.14,7.03,11.68,8.59,13.57,38.73,16890085600.0,19490000000.0,10.38,0.68,1.34,11.12,14090000000.0,3050000000.0,1750000000.0,1020000000.0,2.68,14.80,14.80,435100000.0,2.38,3260000000.0,8.22,20.98,388300000.0,0.88,6.72,85.28,6.72,0.00,0.00,6.72,44.93,375920000.0,N/A
125,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,39.90,27.577903682719548,N/A,2.57,13.60,16.48,4.11,9.99,26.34,67814009999.99999,77360000000.0,20.49,2.92,4.22,18.16,16879999999.999998,9330000000.0,4260000000.0,2470000000.0,3.53,13.60,10.90,3520000000.0,0.9,10520000000.0,1.43,37.84,3480000000.0,1.01,11.88,80.04,11.88,0.00,0.00,11.88,97.35,696600000.0,N/A
126,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,54.10,14.985734664764623,N/A,3.64,19.61,25.27,9.29,23.80,35.98,157575000000.0,180770000000.0,13.95,1.42,3.24,10.69,55140000000.0,24830000000.0,16910000000.0,10920000000.0,7.01,87.70,3.80,12340000000.0,3.11,26090000000.0,0.87,28.86,13130000000.0,1.29,4.41,64.09,22320000.0,2.93,1.41,23510000.0,105.05,1500000000.0,N/A
127,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,241.12,12.678947368421053,N/A,2.38,16.63,32.94,7.06,19.62,15.31,3375731700.0,19620000000.0,10.71,1.42,2.94,7.77,6500000000.0,4070000000.0000005,2520000000.0,1.90,1.90,5.00,6.10,1370000000.0,14.43,14710000000.0,5.87,10.14,1710000000.0,1.64,1.43,127.33,35290000.0,5.93,120.02,33560000.0,24.09,140130000.0,N/A
128,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,27.83,12.073529411764707,N/A,1.83,3.54,5.72,6.56,15.91,77.42,2715539600.0000005,4010000000.0,11.86,1.36,0.48,5.48,7920000000.0,2370000000.0,732390000.0,297680000.0,2.72,7.40,7.40,758980000.0,1.04,521289999.99999994,1.61,17.95,691440000.0,0.26,3.38,94.66,14800000.0,3.98,17.10,12530000.0,32.84,82690000.0,N/A
129,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,57.47,9.75438596491228,N/A,4.15,6.52,13.24,11.90,11.90,11.90,4434044400.0,10.49,10.49,1.46,14.96,14.96,4490000000.0,3950000000.0,0.93,5.13,5.13,11.90,11.90,1.09,0.93,0.93,2.05,12.05,11.90,12.05,0.05,87.17,3090000.0,1.83,1.15,2740000.0,50.04,88610000.0,N/A
130,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,93.57,25.224343675417657,N/A,4.10,4.63,8.47,7.14,17.84,90.99,25059099000.0,30920000000.0,17.97,1.44,1.44,12.70,20720000000.0,6390000000.0,2430000000.0,4.19,4.19,40.30,6.30,1670000000.0,1.69,5720000000.0,1.95,25.80,1610000000.0,0.61,2.68,92.07,4560000.0,2.53,1.98,4940000.0,105.69,237100000.0,N/A
131,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,69.88,15.510593220338983,N/A,3.46,11.71,20.08,11.23,24.28,40.61,336766000.0,4099999999.9999995,12.20,1.71,2.08,7.92,1850000000.0,1180000000.0,517400000.0,230200000.0,4.72,58.40,3.10,319310000.0,1.23,709300000.0,0.92,21.15,338400000.0,0.87,1.35,97.59,4600000.0,18.17,10.69,5200000.0,73.21,4600000.0,N/A
132,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,47.22,31.3377308707124,N/A,141700000.0,8.09,24.72,1700000000.0,1700000000.0,47.22,4389739200.0,5640000000.0,13.89,1.67,3.24,11.85,1700000000.0,1700000000.0,476130000.0,141700000.0,3.79,1.90,1.90,322700000.0,11.66,1680000000.0,1740000000.0,141700000.0,1.90,1.3,0.38,94.05,575.72,2.46,1.74,490.42,118.77,36960000.0,N/A
133,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,607.30,6.117647058823529,N/A,1.58,385390000.0,13.17,1.89,545630000.0,2.72,816108800.0,3990000000.0,6.12,0.26,3.75,11.30,960570000.0,545630000.0,352710000.0,0.34,0.34,7.90,7.90,219220000.0,352710000.0,3140000000.0,0.53,1.32,202720000.0,4.82,1.64,83.60,60100000.0,7.71,19.68,62530000.0,2.08,392360000.0,N/A
134,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,52.26,107.38461538461539,N/A,0.51,1.26,15.63,2.25,0.49,10.58,1915730800.0,3510000000.0,1.26,4.83,2.41,6.09,1490000000.0,1450000000.0,575530000.0,18350000.0,0.13,44.74,44.74,493810000.0,2.74,1970000000.0,3.97,27.50,493810000.0,1.32,0.19,116.59,31430000.0,11.78,49.08,33700000.0,13.96,137230000.0,N/A
135,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,81.40,19.41359223300971,N/A,3.53,10.37,12.70,5.98,19.84,50.30,15438911600.0,18290000000.0,15.48,1.41,2.34,13.17,7830000000.0,2890000000.0,1390000000.0,811670000.0,5.15,82.60,13.50,821560000.0,4.88,3570000000.0,1.39,28.31,821560000.0,1.2,0.98,91.52,2790000.0,2.23,2.02,2630000.0,99.98,154420000.0,N/A
136,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,183.19,28.917293233082702,N/A,9.79,16.08,20.36,8.59,46.94,36.76,20738401200.0,25290000000.0,20.35,1.96,3.78,16.01,6690000000.0,2500000000.0,1580000000.0,1080000000.0,3.99,213.90,4.10,1040000000.0,0.36,4490000000.0,0.90,11.79,1040000000.0,0.85,0.33,95.54,7310000.0,5.21,3.99,0.33,115.38,179740000.0,N/A
137,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,55.11,24.435897435897434,N/A,5.96,6.46,9.55,9.31,26.20,61.29,11772409000.0,12700000000.0,17.71,1.47,1.66,12.65,7170000000.0,1570000000.0,1090000000.0,501600000.0,3.90,6.30,14.60,918200000.0,0.93,1090000000.0,0.34,16.00,923900000.0,16.00,0.20,94.89,8410000.0,5.95,7.54,8390000.0,95.30,123530000.0,N/A
138,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,34.35,18.280373831775698,N/A,1.65,3.13,6.44,7.74,9.20,34.35,1413601200.0,1230000000.0,12.00,7.89,0.45,4.74,2710000000.0,771830000.0,259399999.99999997,86130000.0,1.07,1.70,1.70,212910000.0,4.12,1.04,2.74,11.86,240720000.0,0.72,11.36,108.12,12450000.0,6.07,21.54,12480000.0,19.56,72270000.0,N/A
139,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,129.28,16.123417721518987,N/A,1.92,8.99,13.21,3.16,11.41,70.43,18279841000.0,31360000000.0,16.60,3.21,2.49,12.48,10630000000.0,2800000000.0,2510000000.0,1130000000.0,6.32,126.30,13.80,2080000000.0,0.37,12920000000.0,1.10,53.03,2120000000.0,53.03,0.55,70.42,3730000.0,3.36,2.34,4040000.0,101.90,179390000.0,N/A
140,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,128.03,24.779605263157894,N/A,1.27,9.27,27.91,3.01,6.67,32.86,52729493400.0,106010000000.0,15.10,5.99,4.61,10.16,22740000000.0,9770000000.0,10440000000.0,2730000000.0,3.04,47.06,47.06,6800000000.0,0.4,53310000000.0,0.71,59.47,6200000000.0,59.47,0.06,59.53,8330000.0,3.49,1.19,9030000.0,75.33,699980000.0,N/A
141,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,158.31,27.27443609022556,N/A,2.87,6.10,14.90,5.38,18.36,57.70,13237473000.0,22220000000.0,13.85,0.78,2.04,9.26,14750000000.0,4099999999.9999995,2400000000.0,908990000.0,2.66,106.30,29.80,1960000000.0,3.02,9340000000.0,2.88,25.28,1970000000.0,1.14,2.03,86.91,2.03,0.00,0.00,2.03,72.55,182460000.0,N/A
142,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,73.78,17.982352941176472,N/A,1.73,6.44,8.56,2.66,8.81,26.57,16064535000.0,25930000000.0,8.89,0.08,1.86,7.78,12200000000.0,10620000000.0,3330000000.0,1.70,1.70,35.10,35.10,1750000000.0,5.09,10410000000.0,1.45,17.63,2910000000.0,2.63,0.45,84.00,11410000.0,2.06,2.18,11350000.0,30.57,525500000.0,N/A
143,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,24.28,38.90965732087228,N/A,9.42,19.67,27.73,10.80,26.25,16.53,38310577000.0,34760000000.0,24.98,1.92,6.82,22.56,4840000000.0,3550000000.0,1540000000.0,3.21,3.21,1.00,1.00,1380000000.0,15.92,1.86,1.92,13.27,1320000000.0,0.93,0.55,98.03,0.55,0.00,0.00,0.55,124.90,306730000.0,N/A
144,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,124.21,16.64864864864865,N/A,5.50,951830000.0,23.67,5.68,7340000000.0,8.99,43551200000.0,48020000000.0,16.65,1.75,5.02,16.33,9570000000.0,7340000000.0,2940000000.0,2.59,2.59,9.10,9.10,3150000000.0,5.79,10010000000.0,2.19,7.84,3150000000.0,1.64,5.92,90.24,25490000.0,2.55,2.53,22420000.0,43.12,1010000000.0,N/A
145,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,95.24,25.321637426900587,N/A,4.93,10.90,14.57,6.58,20.77,47.78,37529409000.0,45190000000.0,21.98,1.99,3.27,15.56,13150000000.0,6250000000.0,2900000000.0,1510000000.0,5.13,56.80,8.90,1940000000.0,0.73,7320000000.0,1.34,26.35,56.80,1.05,0.44,90.31,6180000.0,5.8,2.42,5230000.0,129.90,288910000.0,N/A
146,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,0.00,0.003672526202855492,N/A,1.67,0.00,0.00,0.00,0.00,0.00,170452800.0,67860000.0,0.00,969.36,969.36,70.81,27490000.0,27490000.0,23.72,969.36,969.36,0.00,0.00,50830000.0,2.15,23.72,24.01,2.13,0.00,1.85,8.20,56.05,2960000.0,2.6,7.79,2540000.0,3.56,47880000.0,N/A
147,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,107.66,18.962311557788944,N/A,1.55,12.67,21.68,3.38,10.26,39.18,23425888000.0,39950000000.0,16.88,5.75,3.32,10.11,12070000000.0,5720000000.0,3950000000.0,1520000000.0,3.98,143.90,9.40,3460000000.0,2.57,16610000000.0,0.72,48.72,3370000000.0,48.72,0.23,58.72,10130000.0,6.9,3.33,9970000.0,75.47,310400000.0,N/A
148,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,85.50,25.69525959367946,N/A,4.41,16.18,26.28,7.84,18.42,27.71,13668706400.0,16500000000.0,18.94,2.40,4.96,14.18,3140000000.0,2029999999.9999998,1160000000.0,4.43,4.43,3.80,3.80,795800000.0,2.63,2710000000.0,0.67,25.84,860300000.0,1.01,0.66,95.28,4460000.0,2.56,3.74,3800000.0,113.83,120080000.0,N/A
149,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,89.78,13.490867579908677,N/A,1.55,12.01,17.68,2.52,9.95,36.76,19252112900.0,32659999999.999996,13.90,3.69,2.72,8.20,11870000000.0,4470000000.0,3980000000.0,1430000000.0,4.38,12.60,37.53,3260000000.0,0.36,13130000000.0,0.51,38.11,3440000000.0,38.11,0.18,83.82,3840000.0,2.31,1.18,3860000.0,59.09,325810000.0,N/A
150,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,82.52,48.7177700348432,N/A,11.27,8.43,17.28,11.58,25.84,34.70,31397979200.0,53160000000.0,28.65,2.36,4.16,19.63,11820000000.0,9390000000.0,2710000000.0,1080000000.0,2.87,16.70,16.70,1800000000.0,6.8,3790000000.0,1.76,12.40,2430000000.0,0.68,1.10,91.20,5870000.0,2.87,2.98,5140000.0,139.82,224560000.0,N/A
151,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,131.28,10.018830525272547,N/A,2.89,15.44,16.26,30.47,30.47,65.95,555995000.0,20820000000.0,11.01,1.03,2.18,9.73,9010000000.0,2350000000.0,2140000000.0000002,1470000000.0,10.09,408.80,8.00,1390000000.0,1.36,6690000000.0,9550000000.0,34.96,1660000000.0,1.17,0.40,88.49,5500000.0,4.32,3.79,4620000.0,101.09,5500000.0,N/A
152,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,65.19,28.955645161290324,N/A,5.46,10.09,17.42,9.26,21.05,24.75,45587860400.0,48710000000.0,20.00,2.20,3.07,14.51,15260000000.0,6400000000.0,3360000000.0,1670000000.0,2.48,28.50,18.70,1910000000.0,4.88,5470000000.0,1.32,13.16,2120000000.0,1.18,0.63,71.24,0.63,0.00,0.00,0.63,71.81,634840000.0,N/A
153,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,45.88,10581.0,N/A,4.39,0.10,2.83,0.67,0.08,17.78,61181458200.0,67970000000.0,32.26,0.47,6.66,16.08,7650000000.0,5840000000.0,4230000000.0000005,9760000.0,0.01,32.60,32.60,2360000000.0,1.46,6390000000.0,1.27,24.08,3740000000.0,1.08,0.48,87.72,9820000.0,3.46,1.71,8630000.0,105.81,578220000.0,N/A
154,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,82.63,34.2760736196319,N/A,2.01,24.42,34.36,2.57,5.78,6.74,20561277400.0,30330000000.0,39.91,15.58,12.27,19.24,2430000000.0,1620000000.0,1580000000.0,600360000.0,1.63,4.20,4.20,1110000000.0,0.14,8960000000.0,0.15,27.73,4.20,0.51,2.18,95.89,8380000.000000001,5.57,2.60,9540000.0,55.87,368020000.0,N/A
155,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,39.81,6.195273631840797,N/A,0.99,50.49,39.42,3.27,13.50,15.95,13173250700.000002,20780000000.0,19.84,1.61,6.95,9.17,1860000000.0,1240000000.0,2270000000.0,1510000000.0,8.04,61.50,61.50,1060000000.0,0.56,7330000000.0,0.94,50.39,1640000000.0,0.43,0.67,92.61,14230000.0,2.63,9.27,29170000.0,49.81,264470000.00000003,N/A
156,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,93.63,12.451559934318555,N/A,2.70,3.64,5.41,6.59,23.09,168.43,42947837100.0,54580000000.0,8.63,0.66,0.55,7.65,100290000000.0,8620000000.0,7130000000.0,3620000000.0,6.09,27.00,8.65,4920000000.0,7130000000.0,14910000000.0,0.73,28.10,6230000000.0,28.10,0.33,90.20,31160000.0,7.54,5.16,31570000.0,75.83,566370000.0,N/A
157,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,27.43,24.074418604651164,N/A,2.23,24.23,44.87,1.09,9.30,9.28,13807497600.0,14090000000.0,14.07,0.69,5.56,39.21,2089999999.9999998,2089999999.9999998,1900000000.0,2.15,2.15,4.40,26.50,1620000000.0,6.7,1900000000.0,1.34,23.19,4.40,1.36,0.44,96.33,4620000.0,2.22,1.87,4820000.0,51.76,266760000.0,N/A
158,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,44.83,12.209580838323355,N/A,2.08,14.63,12.27,4.97,18.53,45.90,35935336000.0,42630000000.0,14.49,1.91,2.09,12.48,19750000000.0,6350000000.0,3420000000.0,2980000000.0,6.68,27.80,7.10,2550000000.0,2.49,7750000000.0,1.65,39.19,27.80,1.3,0.32,80.73,6050000.0,2.37,1.35,4710000.0,81.56,440600000.0,N/A
159,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,182.43,14.59607843137255,N/A,1.54,174320000.0,16.16,2.38,4310000000.0,61.88,13417810000.0,29270000000.0,14.60,2.64,2.64,8.31,10850000000.0,4310000000.0,3520000000.0,5.1,5.1,2.30,3.80,1410000000.0,3.03,16219999999.999998,0.78,48.38,2460000000.0,0.44,0.24,91.54,3480000.0,2.43,2.17,3280000.0,74.44,180250000.0,N/A
160,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,35.06,49.72222222222222,N/A,9.52,16.99,29.80,12.54,20.94,16.29,28195185000.0,27910000000.0,26.38,1.95,8.12,25.24,2960000000.0,2170000000.0,1110000000.0,583600000.0,2.70,15.70,15.70,704400000.0,6.37,1040000000.0,1.80,14.10,15.70,0.79,3.94,0.00,2230000.0,1.23,1.06,2800000.0,134.25,210020000.0,N/A
161,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,110.74,9.335012594458439,N/A,1.20,11.24,14.15,2.56,12.88,35.41,35764011800.0,71140000000.0,12.27,3.90,2.12,7.34,33530000000.0,9370000000.0,9690000000.0,3770000000.0,3.97,777.80,6.50,7480000000.0,0.93,35580000000.0,1.10,30.99,7480000000.0,0.16,0.62,79.86,13300000.0,2.86,1.44,13880000.0,37.06,965030000.0,N/A
162,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,37.03,26.88655462184874,N/A,5.74,6.50,10.11,14.31,22.64,37.03,11371023000.0,10360000000.0,20.44,2.17,1.55,14.36,6100000000.0,2160000000.0,721640000.0,432970000.0,2.38,11.90,15.30,529100000.0,5.82,2.21,2.34,11.14,434420000.0,0.61,0.95,94.61,9510000.0,8.98,5.91,9450000.0,63.99,177700000.0,N/A
163,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,69.08,42.55785123966942,N/A,3.46,3.76,6.63,2.43,6.27,66.35,14318699700.0,16739999999.999998,18.13,1.56,1.66,14.44,10060000000.0,8300000000.000001,1160000000.0,377960000.0,2.42,10.80,10.80,1800000000.0,21.83,4250000000.0,0.70,29.80,1800000000.0,0.98,12.33,89.12,12410000.0,3.18,10.26,12480000.0,102.99,139030000.0,N/A
164,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,10.50,43.87499999999999,N/A,0.87,0.60,2.53,2.72,2.03,27.01,536187599.99999994,429110000.0,13.76,1.65,0.20,2.97,2190000000.0,663200000.0,144680000.0,12710000.0,0.16,39.19,39.19,186710000.0,2.52,67099999.99999999,1.67,8.11,174520000.0,0.57,1.75,110.40,9110000.0,5.05,13.48,9240000.0,7.02,76380000.0,N/A
165,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,440.62,5.578947368421053,N/A,1.21,4.85,4.34,1.72,23.73,39.44,41340000000.0,170040000000.0,6.97,3.30,1.09,11.14,156780000000.0,16340000000.0,15260000000.0,7600000000.0,1.90,6.90,6.90,18100000000.0,6.67,154290000000.0,1.23,8.78,18100000000.0,1.06,23.80,7.61,23.80,0.03,0.03,23.80,10.60,3900000000.0,N/A
166,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,19.79,27.05472636815921,N/A,7.46,13.18,20.06,19.73,28.71,15.23,15639688000.0,15900000000.0,19.99,1.48,3.62,15.77,4390000000.0,2160000000.0,1010000000.0,578600000.0,2.01,33.40,14.80,585200000.0,0.41,2.07,5.51,7.29,585200000.0,0.77,0.27,86.38,26330000.0,12.27,10.17,24760000.0,54.38,287600000.0,N/A
167,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,14.01,34.47868217054263,N/A,6.95,39.20,49.70,16.89,23.86,14.01,426984000000.0,473520000000.0,20.22,0.89,11.65,20.39,40650000000.0,35200000000.0,23230000000.0,15920000000.0,5.16,19.00,47.30,24220000000.0,14.36,12.64,12.92,25.59,24220000000.0,0.54,3.09,72.63,21720000.0,1.32,0.93,21200000.0,177.91,2400000000.0,N/A
168,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,116.12,14.984,N/A,3.40,11.08,23.70,6.51,19.74,11.34,27158500000.0,35790000000.0,13.57,0.35,2.18,6.39,14830000000.0,3210000000.0,5600000000.0,1760000000.0,1.25,242.40,15.20,3730000000.0,3.07,13120000000.0,2.14,5.51,4680000000.0,2.86,0.43,73.69,36200000.0,2.1,2.80,31400000.0,18.73,1450000000.0,N/A
169,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,90.54,22.403314917127073,N/A,3.82,4.74,8.76,7.07,18.70,233.46,65177637000.0,77230000000.0,14.36,1.30,1.24,9.10,60320000000.0,38300000000.0,8490000000.0,2950000000.0,10.86,9.70,9.30,4930000000.0,10.33,15440000000.0,1.57,63.66,3790000000.0,1.51,7.56,76.03,7.56,0.00,0.00,7.56,243.30,267890000.0,N/A
170,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,353.81,13.65,N/A,2.27,443930000.0,18.16,3.22,9080000000.0,30.80,14573613600.0,36960000000.0,13.65,2.72,2.72,9.43,14560000000.0,9080000000.0,3920000000.0,2.4,2.4,0.00,65.53,3370000000.0,0.9,22670000000.0,0.69,14.40,3540000000.0,0.25,6.12,0.00,6.12,0.00,0.00,6.12,32.76,444860000.0,N/A
171,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,33.07,22.324074074074073,N/A,7.29,19.79,27.73,14.86,34.26,33.07,8945774400.0,7840000000.0,14.07,2.06,3.74,12.36,2089999999.9999998,1740000000.0,634250000.0,414970000.0,6.48,1.40,1.40,740280000.0,16.24,1.37,1.46,19.84,740930000.0,0.92,0.32,97.51,3430000.0,4.14,5.31,3400000.0,144.66,61840000.0,N/A
172,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,5.56,30.16923076923077,N/A,1.53,12.32,32.42,0.51,4.86,5.56,6407371400.0,7240000000.0,11.54,1.92,5.39,14.96,1370000000.0,898450000.0,5030000000.0,159320000.0,0.65,17.30,17.30,181120000.0,12.66,5030000000.0,1340000000.0,12.82,17.30,1.04,1.36,84.79,23650000.0,8.05,10.26,22840000.0,19.61,326740000.0,N/A
173,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,80.07,59.96913580246913,N/A,3.24,14.46,16.35,3.69,13.01,27.65,32435470500.0,40570000000.0,16.78,1.46,4.45,14.07,9240000000.0,3010000000.0,2880000000.0,1320000000.0,1.62,364.10,32.25,1930000000.0,2880000000.0,8760000000.0,0.92,29.99,1740000000.0,0.92,1.85,88.76,3310000.0,1.92,1.01,3860000.0,97.15,333870000.0,N/A
174,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,179.42,24.185121107266433,N/A,10.88,21.88,26.72,9.50,46.74,26.42,29132236000.0,34690000000.0,19.86,1.50,6.09,17.74,5500000000.0,2550000000.0,1960000000.0,1230000000.0,5.78,164.80,5.90,1430000000.0,1.53,4900000000.0,1.02,12.85,1500000000.0,0.86,0.32,91.32,3610000.0,3.54,1.98,2410000.0,139.79,208400000.0,N/A
175,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,9.19,11.819787985865725,N/A,1.54,32.78,41.40,1.54,13.45,9.19,23207610000.000004,38760000000.0,12.72,1.89,5.79,20.76,6890000000.0,3900000000.0,19090000000.0,2100000000.0,2.83,39.60,0.00,2109999999.9999998,4.87,19090000000.0,6690000000.0,21.67,39.60,1.41,0.31,83.92,13340000.0,2.63,1.78,18500000.0,33.45,693800000.0,N/A
176,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,4.74,12.196473551637279,N/A,2.23,6.79,10.92,13.97,19.74,59.00,5868988200.0,5070000000.0,10.91,14.73,0.66,5.04,7770000000.0,2640000000.0,1010000000.0,3.97,3.97,43.03,43.03,1.25,7.34,1.57,4.41,21.67,43.03,0.34,24.33,9.54,4.9,0.03,0.00,5.3,48.42,121210000.0,N/A
177,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,22.93,30.770700636942674,N/A,3.54,5.95,17.45,7.23,6.10,13.10,6694316700.0,6710000000.0,21.10,1.08,3.73,17.42,1660000000.0,767120000.0,385180000.0,107220000.0,1.57,4.20,4.20,312280000.0,3.74,420680000.0,3.51,13.65,308250000.0,0.66,0.92,98.93,2069999.9999999998,1.8,1.53,2370000.0,48.31,138570000.0,N/A
178,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,47.11,40.16083916083916,N/A,2.45,1.03,2.56,3.36,7.61,139.56,8033308400.0,7670000000.0,19.02,1.56,0.39,10.59,19040000000.0,790320000.0,724370000.0,201510000.0,1.43,3.70,3.70,705920000.0,14.34,1620000000.0,1.56,23.47,804070000.0,1.55,0.38,89.60,5810000.0,3.91,4.19,6290000.0,57.43,139880000.0,N/A
179,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,94.27,2189.0,N/A,3.45,0.07,7.82,3.72,0.26,28.01,5718981400.0,6570000000.0,21.05,3.67,1.79,16.23,3990000000.0,1230000000.0,404580000.0,2650000.0,0.02,30.85,30.85,240480000.0,5.4,1580000000.0,2.06,12.70,311070000.0,1.44,0.40,107.95,9820000.0,5.39,8.66,8150000.0,43.78,130630000.0,N/A
180,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,32.10,14.19753086419753,N/A,2.25,4.70,3.27,3.72,17.61,17.79,413655000.0,606080000.0,20.54,1.13,0.52,8.57,1190000000.0,520280000.0,70750000.0,54360000.0,0.81,14.00,42.75,61010000.0,3.6,106170000.0,1.92,5.12,65180000.00000001,1.56,31.03,62.98,938.2,5.22,3.53,931.72,11.50,35970000.0,N/A
181,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,117.68,513.25,N/A,5.20,18.61,17.08,4.00,1200000000.0,21.43,11025431200.0,14110000000.0,13.42,0.99,4.90,23.34,3280000000.0,1200000000.0,604600000.0,0.16,0.16,13.20,13.20,537300000.0,2.1,3190000000.0,1.65,15.79,335500000.0,1.76,0.82,94.92,2870000.0,2.46,2.16,2160000.0,82.12,134260000.0,N/A
182,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,76.78,30.043478260869566,N/A,1.16,44270000.0,1.11,1.01,1580000000.0,57.49,670684600.0,879160000.0,30.04,20.98,0.31,7.77,3040000000.0,1580000000.0,113130000.0,0.46,0.46,48.74,48.74,210130000.0,4.76,1.17,2.54,11.95,48.74,0.31,12.08,113.87,17830000.0,7.22,75.24,14760000.0,13.82,48530000.0,N/A
183,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,8.25,44.17218543046358,N/A,1.26,79620000.0,8.39,2.06,703980000.0,28.59,6965481000.0,4610000000.0,44.17,1.55,1.55,11.58,2950000000.0,703980000.0,398260000.0,1.51,1.51,34.50,59.60,206750000.0,26.03,454680000.0,6.85,52.78,1180000000.0,1.36,26.10,55.53,6260000.0,1.95,7.71,5560000.0,66.70,104430000.0,N/A
184,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,26.53,153.10526315789474,N/A,0.99,0.52,7.14,2.78,0.33,36.99,13568448700.0,10460000000.0,22.73,0.75,0.75,6.76,8310000000.000001,1450000000.0,1550000000.0,72570000.0,0.19,74.30,74.30,446200000.0,14.77,3640000000.0,1.22,29.40,537960000.0,0.89,24.85,0.00,11990000.0,2.86,0.00,24.85,29.09,466430000.0,N/A
